narration_id,narration,verb_class,noun_classes,verb,nouns
P30_107_94,take salad spinner top,0,[170],take,['top:salad:spinner']
P30_107_95,shake salad spinner top,15,[170],shake,['top:salad:spinner']
P30_107_96,dry salad spinner top,14,[170],dry,['top:salad:spinner']
P30_107_97,put salad spinner top on salad spinner,1,"[170, 170]",put-on,"['top:salad:spinner', 'spinner:salad']"
P30_107_98,dry salad spinner,14,[170],dry,['spinner:salad']
P30_107_99,put salad spinner on top of cupboard,1,"[170, 3]",put-on,"['spinner:salad', 'top:cupboard']"
P30_108_106,put pan on drying rack,1,"[5, 110]",put-on,"['pan', 'rack:drying']"
P30_108_108,put plate in washing up bowl,5,"[2, 7]",put-in,"['plate', 'bowl:washing:up']"
P30_108_126,empty water from pan into sink,20,"[27, 5, 63]",empty,"['water', 'pan', 'sink']"
P30_108_129,dip sponge into water,66,"[9, 27]",dip,"['sponge', 'water']"
P30_108_153,put cutlery in drying rack,5,"[58, 110]",put-in,"['cutlery', 'rack:drying']"
P30_108_168,hit sponge on draining board,32,"[9, 18]",hit,"['sponge', 'board:draining']"
P30_108_170,collect food pieces into hand,0,"[34, 11]",collect-into,"['piece:food', 'hand']"
P30_108_174,collect pieces into hand,0,[11],collect-into,['hand']
P30_108_175,throw pieces into sink,13,[63],throw-into,['sink']
P30_108_189,hang mug on mug tree,41,"[13, 249]",hang-on,"['mug', 'tree:mug']"
P30_108_191,take teabag rest off teapot,0,"[109, 158]",take,"['rest:teabag', 'teapot']"
P30_108_197,scoop tea,16,[132],scoop,['tea']
P30_108_202,pick up box of tea,0,[23],pick-up,['box:tea']
P30_108_203,put box of tea into cupboard,5,"[23, 3]",put-into,"['box:tea', 'cupboard']"
P30_108_207,pour water from kettle into teapot,9,"[27, 44, 158]",pour-from,"['water', 'kettle', 'teapot']"
P30_108_208,close teapot lid,4,[6],close,['lid:teapot']
P30_108_217,put teabag rest on top of teapot,1,"[109, 158]",put-on,"['rest:teabag', 'top:teapot']"
P30_108_60,pick up cutlery and plate,0,"[58, 2]",pick-up,"['cutlery', 'plate']"
P30_108_61,put cutlery into washing up bowl,5,"[58, 7]",put-into,"['cutlery', 'bowl:washing:up']"
P30_108_68,scrub pan lid,29,[6],scrub,['lid:pan']
P30_108_71,rinse pan lid,2,[6],rinse,['lid:pan']
P30_108_75,scrub pot,29,[29],scrub,['pot']
P30_108_77,pick up scouring pad,0,[9],pick-up,['pad:scouring']
P30_108_78,scour pot,29,[29],scour,['pot']
P30_108_80,rinse scouring pad,2,[9],rinse,['pad:scouring']
P30_108_87,hang scouring pad,41,[9],hang,['pad:scouring']
P30_108_94,put pot in drying rack,5,"[29, 110]",put-in,"['pot', 'rack:drying']"
P30_108_96,take pan from washing up bowl,0,"[5, 7]",take-from,"['pan', 'bowl:washing:up']"
P30_108_98,put sponge in pan,5,"[9, 5]",put-in,"['sponge', 'pan']"
P30_108_99,apply washing up liquid to pan,27,[22],apply-to,['liquid:washing:up']
P30_109_0,put down mug and teapot,1,"[13, 158]",put-down,"['mug', 'teapot']"
P30_109_1,take apple core,0,[187],take,['core:apple']
P30_109_108,take bread box,0,[23],take,['box:bread']
P30_109_109,open bread box,3,[23],open,['box:bread']
P30_109_110,take pitta bread from bread box,0,[23],take-from,['box:pitta:bread']
P30_109_112,close bread box,4,[23],close,['box:bread']
P30_109_113,pick up bread box,0,[23],pick-up,['box:bread']
P30_109_114,put bread box in cupboard,5,"[23, 3]",put-in,"['box:bread', 'cupboard']"
P30_109_123,close bag of tea,4,[132],close,['bag:tea']
P30_109_127,put teabag into mug,5,"[132, 13]",put-into,"['teabag', 'mug']"
P30_109_132,throw piece into bin,13,[36],throw-into,['bin']
P30_109_142,put filter papers into cupboard,5,"[77, 3]",put-into,"['paper:filter', 'cupboard']"
P30_109_144,open up filter paper,3,[77],open-up,['paper:filter']
P30_109_149,put v60 on top of mug,1,"[50, 13]",put-on,"['v60', 'top:mug']"
P30_109_150,put mug and v60 on top of fridge,1,"[13, 50, 12]",put-on,"['mug', 'v60', 'top:fridge']"
P30_109_151,catch v60,0,[50],catch,['v60']
P30_109_154,put opening strip into bin,5,"[26, 36]",put-into,"['strip:opening', 'bin']"
P30_109_155,move bag of coffee,11,[19],move,['bag:coffee']
P30_109_156,pick up washing bowl,0,[7],pick-up,['bowl:washing']
P30_109_157,put washing bowl,1,[7],put,['bowl:washing']
P30_109_158,pick up mango,0,[207],pick-up,['mango']
P30_109_159,inspect mango,24,[207],inspect,['mango']
P30_109_16,put tupperware lid on tupperware,1,"[6, 23]",put-on,"['lid:tupperware', 'tupperware']"
P30_109_161,put mango in fridge,5,"[207, 12]",put-in,"['mango', 'fridge']"
P30_109_164,take sausage roll from box,0,"[227, 23]",take-from,"['roll:sausage', 'box']"
P30_109_167,move sausage roll onto plate,11,"[86, 2]",move-onto,"['sausage', 'plate']"
P30_109_172,check on pitta bread,24,[33],check-on,['bread:pitta']
P30_109_173,pick up sausage roll,0,[227],pick-up,['roll:sausage']
P30_109_174,eat sausage roll,35,[227],eat,['roll:sausage']
P30_109_175,put down sausage roll,1,[227],put-down,['roll:sausage']
P30_109_179,take pitta bread from toaster,0,"[33, 186]",take-from,"['bread:pitta', 'toaster']"
P30_109_181,open pitta bread,3,[33],open,['bread:pitta']
P30_109_183,put pitta bread on plate,1,"[33, 2]",put-on,"['bread:pitta', 'plate']"
P30_109_186,apply olive oil to pitta bread,27,"[31, 33]",apply-to,"['oil:olive', 'bread:pitta']"
P30_109_188,pick up balsamic vinegar,0,[134],pick-up,['vinegar:balsamic']
P30_109_189,drizzle balsamic vinegar on pitta bread,9,"[134, 33]",drizzle-on,"['vinegar:balsamic', 'bread:pitta']"
P30_109_190,put down balsamic vinegar,1,[134],put-down,['vinegar:balsamic']
P30_109_192,apply salt to pitta bread,27,"[38, 33]",apply-to,"['salt', 'bread:pitta']"
P30_109_195,put down tea,1,[132],put-down,['tea']
P30_109_2,put apple core into bin,5,"[187, 36]",put-into,"['core:apple', 'bin']"
P30_109_21,take noodles from fridge,0,"[155, 12]",take-from,"['noodle', 'fridge']"
P30_109_22,open box of noodles,3,[23],open,['box:noodle']
P30_109_23,smell noodles,75,[155],smell,['noodle']
P30_109_24,close box of noodles,4,[23],close,['box:noodle']
P30_109_25,put box of noodles into fridge,5,"[23, 12]",put-into,"['box:noodle', 'fridge']"
P30_109_27,pick up spoons from drying rack,0,"[1, 110]",pick-up,"['spoon', 'rack:drying']"
P30_109_29,put spoons into drawer,5,"[1, 8]",put-into,"['spoon', 'drawer']"
P30_109_30,pick up cutlery from drying rack,0,"[58, 110]",pick-up,"['cutlery', 'rack:drying']"
P30_109_31,put forks into drawer,5,"[14, 8]",put-into,"['fork', 'drawer']"
P30_109_45,pick up kitchen towel,0,[93],pick-up,['towel:kitchen']
P30_109_46,put kitchen towel into pan,5,"[93, 5]",put-into,"['towel:kitchen', 'pan']"
P30_109_49,put lid onto pot,1,"[6, 29]",put-onto,"['lid', 'pot']"
P30_109_50,put pot into cupboard,5,"[29, 3]",put-into,"['pot', 'cupboard']"
P30_109_58,move teapot,11,[158],move,['teapot']
P30_109_59,put knife and chopping board down,1,"[4, 18]",put-down,"['knife', 'board:chopping']"
P30_109_61,put teapot into sink,5,"[158, 63]",put-into,"['teapot', 'sink']"
P30_109_63,put teabag rest into cupboard,5,"[109, 3]",put-into,"['rest:teabag', 'cupboard']"
P30_109_66,open teapot lid,3,[6],open,['lid:teapot']
P30_109_67,take tea strainer out of teapot,12,"[39, 158]",take-out,"['strainer:tea', 'teapot']"
P30_109_68,tap teapot strainer,32,[39],tap,['strainer:teapot']
P30_109_69,empty teapot strainer into bin,20,"[39, 36]",empty,"['strainer:teapot', 'bin']"
P30_109_70,rinse teapot strainer,2,[39],rinse,['strainer:teapot']
P30_109_86,pick up teapot strainer,0,[39],pick-up,['strainer:teapot']
P30_109_88,scrub teapot strainer,29,[39],scrub,['strainer:teapot']
P30_109_90,put teapot strainer on drying rack,1,"[39, 110]",put-on,"['strainer:teapot', 'rack:drying']"
P30_109_96,put teapot in drying rack,5,"[158, 110]",put-in,"['teapot', 'rack:drying']"
P30_10_10,transfer rice from saucepan to plate,11,"[55, 5, 2]",transfer-from,"['rice', 'saucepan', 'plate']"
P30_10_100,wipe hob surface,2,[24],wipe,['surface:hob']
P30_10_101,continue wiping hob surface,2,[24],wipe,['surface:hob']
P30_10_106,fill mugs with water,26,"[13, 27]",fill-with,"['mug', 'water']"
P30_10_107,empty mugs,20,[13],empty,['mug']
P30_10_11,continue transferring rice from saucepan to plate to plate,11,"[55, 5]",transfer-from,"['rice', 'saucepan']"
P30_10_114,continue drying saucepan,14,[5],dry,['saucepan']
P30_10_115,continuing drying saucepan,14,[5],dry,['saucepan']
P30_10_14,continue breaking up rice,30,[55],break-up,['rice']
P30_10_148,transfer fish curry from box into saucepan,11,"[121, 23, 5]",transfer-into,"['curry:fish', 'box', 'saucepan']"
P30_10_150,stir fish,10,[119],stir,['fish']
P30_10_161,empty dish washing pan,20,[7],empty,['pan:dish:washing']
P30_10_163,fill washing up bowl with washing up liquid,26,"[7, 22]",fill,"['bowl:washing:up', 'liquid:washing:up']"
P30_10_182,continue washing mug,2,[13],wash,['mug']
P30_10_189,put mug in drying rack,5,"[13, 110]",put-in,"['mug', 'rack:drying']"
P30_10_193,continue rinse v60,2,[50],rinse,['v60']
P30_10_2,put tea bag in bin,5,"[132, 36]",put-in,"['bag:tea', 'bin']"
P30_10_201,turn microwave on,6,[90],turn-on,['microwave']
P30_10_203,put spoon in saucepan,5,"[1, 5]",put-in,"['spoon', 'saucepan']"
P30_10_204,put box lid on box,1,"[6, 23]",put-on,"['lid:box', 'box']"
P30_10_216,continue cleaning surface,2,[42],clean,['surface']
P30_10_222,continue rinse saucepan lid,2,[6],rinse,['lid']
P30_10_238,transfer food from saucepan onto plate,11,"[34, 5, 2]",transfer-from,"['food', 'saucepan', 'plate']"
P30_10_239,continue transferring food from saucepan onto plate,11,"[34, 5, 2]",transfer-from,"['food', 'saucepan', 'plate']"
P30_10_240,put saucepan in washing bowl,5,"[5, 7]",put-in,"['saucepan', 'bowl:washing']"
P30_10_242,wash pans,2,[5],wash,['pan']
P30_10_244,turn gas off,8,[24],turn-off,['gas']
P30_10_245,wash hob surface,2,[24],wash,['surface:hob']
P30_10_248,continue washing hob surface,2,[24],wash,['surface:hob']
P30_10_29,pour water onto rice,9,"[27, 55]",pour-onto,"['water', 'rice']"
P30_10_38,wipe microwave,2,[90],wipe,['microwave']
P30_10_42,transfer rice from saucepan into bin,11,"[55, 5, 36]",transfer-from,"['rice', 'saucepan', 'bin']"
P30_10_43,continue transferring rice from saucepan into bin,11,"[55, 5, 36]",transfer-from,"['rice', 'saucepan', 'bin']"
P30_10_45,take dustpan and brush,0,"[232, 103]",take,"['dustpan', 'brush']"
P30_10_48,continue sweeping the floor,57,[159],sweep,['floor']
P30_10_61,put brush in dustpan,5,"[103, 232]",put-in,"['brush', 'dustpan']"
P30_10_73,take plate from microwave,0,"[2, 90]",take-from,"['plate', 'microwave']"
P30_10_89,put oven gloves on cupboard handle,1,"[60, 3]",put-on,"['glove:oven', 'handle:cupboard']"
P30_10_93,transfer fish curry into box,11,"[121, 23]",transfer-into,"['curry:fish', 'box']"
P30_10_94,continue transferring fish curry into box,11,"[121, 23]",transfer-into,"['curry:fish', 'box']"
P30_10_99,remove spoon from pan,12,"[1, 5]",remove-from,"['spoon', 'pan']"
P30_110_106,move sponges,11,[9],move,['sponge']
P30_110_110,put down hummus,1,[181],put-down,['hummus']
P30_110_117,put pitta bread on chopping board,1,"[33, 18]",put-on,"['bread:pitta', 'board:chopping']"
P30_110_118,cut pitta bread,7,[33],cut,['bread:pitta']
P30_110_121,move mug and v60 and jug,11,"[13, 50, 66]",move,"['mug', 'v60', 'jug']"
P30_110_122,put hummus tub on top of plate,1,"[23, 2]",put-on,"['tub:hummus', 'top:plate']"
P30_110_13,pick up coffee tin,0,[61],pick-up,['tin:coffee']
P30_110_14,put down coffee tin,1,[61],put-down,['tin:coffee']
P30_110_15,open coffee tin,3,[61],open,['tin:coffee']
P30_110_17,scoop coffee into grinder,16,"[59, 50]",scoop-into,"['coffee', 'grinder']"
P30_110_19,take coffee tin lid,0,[6],take,['lid:coffee:tin']
P30_110_2,take teabag from mug,0,"[132, 13]",take-from,"['teabag', 'mug']"
P30_110_20,put coffee tin lid on coffee tin,1,"[6, 61]",put-on,"['lid:coffee:tin', 'tin:coffee']"
P30_110_21,put coffee tin on top of fridge,1,"[61, 12]",put-on,"['tin:coffee', 'top:fridge']"
P30_110_23,take bread bin,0,[21],take,['bin:bread']
P30_110_25,put down bread bin lid,1,"[33, 6]",put-down,"['bread', 'lid:bin']"
P30_110_26,take pitta bread,0,[33],take,['bread:pitta']
P30_110_28,put pitta into toaster,5,"[33, 186]",put-into,"['pitta', 'toaster']"
P30_110_29,turn off grinder,8,[50],turn-off,['grinder']
P30_110_3,throw teabag in bin,13,"[132, 36]",throw-in,"['teabag', 'bin']"
P30_110_31,take ground coffee container,0,[21],take,['container:ground:coffee']
P30_110_32,empty coffee grounds into v60,20,"[59, 50]",empty,"['ground:coffee', 'v60']"
P30_110_33,put coffee grounds container back into grinder,1,"[21, 50]",put,"['container:coffee:ground', 'grinder']"
P30_110_36,pick up bread bin lid,0,"[33, 6]",pick-up,"['bread', 'lid:bin']"
P30_110_37,put bread bin lid on bread bin,1,"[6, 33, 21]",put-on,"['lid:bin', 'bread', 'bin:bread']"
P30_110_4,empty tea into sink,20,"[132, 63]",empty-into,"['tea', 'sink']"
P30_110_40,put bread bin in cupboard,5,"[21, 3]",put-in,"['bin:bread', 'cupboard']"
P30_110_60,scrape stir fry,25,[34],scrape,['fry:stir']
P30_110_61,scrape stir fry into tupperware,25,"[34, 23]",scrape,"['fry:stir', 'tupperware']"
P30_110_62,put spoon into saucepan,5,"[1, 5]",put-into,"['spoon', 'saucepan']"
P30_111_10,put tonic water bottle in fridge,5,"[15, 12]",put-in,"['bottle:tonic:water', 'fridge']"
P30_111_101,break garlic clove into pieces,30,[51],break,['clove:garlic']
P30_111_103,put garlic bulb into cupboard,5,"[51, 3]",put-into,"['bulb:garlic', 'cupboard']"
P30_111_109,chop up garlic,7,[51],chop-up,['garlic']
P30_111_111,move garlic skin,11,[48],move,['skin:garlic']
P30_111_112,scrape garlic skin off chopping board,25,"[48, 18]",scrape,"['skin:garlic', 'board:chopping']"
P30_111_115,pick up garlic piece,0,[51],pick-up,['piece:garlic']
P30_111_118,scrape garlic pieces off knife,25,"[51, 4]",scrape-off,"['piece:garlic', 'knife']"
P30_111_119,gather garlic pieces with knife,63,"[51, 4]",gather-with,"['piece:garlic', 'knife']"
P30_111_121,scrape garlic pieces into pan,25,"[51, 5]",scrape-into,"['piece:garlic', 'pan']"
P30_111_125,gather garlic skin pieces,63,[48],gather,['piece:skin']
P30_111_126,scrape garlic skin pieces into hand,25,"[48, 11]",scrape-into,"['piece:skin', 'hand']"
P30_111_127,throw garlic skin pieces into bin,13,"[48, 36]",throw-into,"['piece:skin', 'bin']"
P30_111_128,gather garlic skin pieces into hand,63,"[48, 11]",gather-into,"['piece:skin', 'hand']"
P30_111_14,put roll into bread bin,5,"[227, 21]",put-into,"['roll', 'bin:bread']"
P30_111_141,apply soap to hands,27,"[22, 11]",apply-to,"['soap', 'hand']"
P30_111_15,take cheese from bag,0,"[32, 19]",take-from,"['cheese', 'bag']"
P30_111_152,fill glass with water from water jug,26,"[10, 27, 66]",fill-with,"['glass', 'water', 'jug:water']"
P30_111_156,pick up pizza bases,0,[91],pick-up,['base:pizza']
P30_111_16,take radishes from bag,0,"[68, 19]",take-from,"['radish', 'bag']"
P30_111_160,put down pizza bases,1,[91],put-down,['base:pizza']
P30_111_166,scrape onion skin off chopping board,25,"[48, 18]",scrape,"['skin:onion', 'board:chopping']"
P30_111_17,take hummus from bag,0,"[181, 19]",take-from,"['hummus', 'bag']"
P30_111_172,move onion piece off chopping board,11,"[16, 18]",move-off,"['piece:onion', 'board:chopping']"
P30_111_175,stir garlic,10,[51],stir,['garlic']
P30_111_176,break up garlic pieces,30,[51],break-up,['piece:garlic']
P30_111_179,pick up passata bottle,0,[15],pick-up,['bottle:passata']
P30_111_18,take butter from bag,0,"[78, 19]",take-from,"['butter', 'bag']"
P30_111_180,open passata bottle,3,[15],open,['bottle:passata']
P30_111_181,smell passata,75,[47],smell,['passata']
P30_111_182,inspect passata,24,[47],inspect,['passata']
P30_111_183,pour passata into pan,9,"[47, 5]",pour-into,"['passata', 'pan']"
P30_111_184,put down passata lid,1,[6],put-down,['lid']
P30_111_186,pour water into passata bottle,9,"[27, 15]",pour-into,"['water', 'bottle:passata']"
P30_111_187,pick up passata lid,0,[6],pick-up,['lid']
P30_111_188,close passata bottle,4,[15],close,['bottle:passata']
P30_111_189,shake passata bottle,15,[15],shake,['bottle:passata']
P30_111_19,put bag down side board,1,"[19, 247]",put-down,"['bag', 'board:side']"
P30_111_193,fill passata bottle with water,26,"[15, 27]",fill-with,"['bottle:passata', 'water']"
P30_111_195,pour water from bottle into sink,9,"[27, 15, 63]",pour-from,"['water', 'bottle', 'sink']"
P30_111_199,fill bottle with water,26,"[15, 27]",fill-with,"['bottle', 'water']"
P30_111_2,put teapot strainer in teapot,5,"[39, 158]",put-in,"['strainer:teapot', 'teapot']"
P30_111_204,empty water from passata bottle into sink,20,"[27, 15, 63]",empty,"['water', 'bottle:passata', 'sink']"
P30_111_205,move recycling box,11,[36],move,['box:recycling']
P30_111_206,put passata bottle in recycling box,5,"[15, 36]",put-in,"['bottle:passata', 'box:recycling']"
P30_111_208,put passata bottle lid into recycling box,5,"[15, 36]",put-into,"['bottle', 'box:recycling']"
P30_111_209,pick up iron packaging,0,[26],pick-up,['packaging:iron']
P30_111_210,put iron packaging in recycling box,5,"[26, 36]",put-in,"['packaging:iron', 'box:recycling']"
P30_111_213,stir passata mixture,10,[71],stir,['mixture:passata']
P30_111_216,pick up pepper cellar,0,[180],pick-up,['cellar:pepper']
P30_111_217,grind pepper into passata mixture,49,"[37, 71]",grind-into,"['pepper', 'mixture:passata']"
P30_111_219,grind salt into passata mixture,49,"[38, 71]",grind-into,"['salt', 'mixture:passata']"
P30_111_221,pick up herb jar,0,[40],pick-up,['jar:herb']
P30_111_222,unscrew herb jar,71,[40],unscrew,['jar:herb']
P30_111_223,smell herbs,75,[62],smell,['herb']
P30_111_224,pour herbs into passata mixture,9,"[62, 71]",pour-into,"['herb', 'mixture:passata']"
P30_111_225,close herb jar,4,[40],close,['jar:herb']
P30_111_226,put herb jar into cupboard,5,"[40, 3]",put-into,"['jar:herb', 'cupboard']"
P30_111_228,gather onion skin pieces,63,[48],gather,['piece:onion:skin']
P30_111_229,pick up onion skin pieces,0,[48],pick-up,['piece:onion:skin']
P30_111_23,put hummus in fridge,5,"[181, 12]",put-in,"['hummus', 'fridge']"
P30_111_232,throw onion skin pieces into bin,13,"[48, 36]",throw-into,"['piece:onion:skin', 'bin']"
P30_111_234,cut packaging of pizza bases,7,[26],cut,['packaging:pizza:base']
P30_111_236,put pizza bases down,1,[91],put-down,['base:pizza']
P30_111_238,take grill pan from oven,0,"[5, 46]",take-from,"['pan:grill', 'oven']"
P30_111_242,put grill tray down,1,[35],put-down,['tray:grill']
P30_111_243,put pizza bases on grill tray,1,"[91, 35]",put-on,"['base:pizza', 'tray:grill']"
P30_111_244,separate pizza bases,52,[91],separate,['base:pizza']
P30_111_245,put pizza base packaging in recycling box,5,"[26, 36]",put-in,"['packaging:pizza:base', 'box:recycling']"
P30_111_246,put pizza base packaging in bin,5,"[26, 36]",put-in,"['packaging:pizza:base', 'bin']"
P30_111_247,put olive oil down,1,[31],put-down,['oil:olive']
P30_111_249,adjust temperature on oven,17,"[65, 46]",adjust-on,"['temperature', 'oven']"
P30_111_25,take pizza bases from fridge,0,"[91, 12]",take-from,"['base:pizza', 'fridge']"
P30_111_26,take passata from fridge,0,"[47, 12]",take-from,"['passata', 'fridge']"
P30_111_262,shake cheese packet,15,[26],shake,['packet:cheese']
P30_111_263,pick up radishes,0,[68],pick-up,['radish']
P30_111_265,put radishes in fridge,5,"[68, 12]",put-in,"['radish', 'fridge']"
P30_111_266,take tonic water bottle from fridge,0,"[15, 12]",take-from,"['bottle:tonic:water', 'fridge']"
P30_111_269,put tonic water bottle in freezer,5,"[15, 113]",put-in,"['bottle:tonic:water', 'freezer']"
P30_111_270,adjust tonic water bottle position,17,[15],adjust,['position:tonic:water:bottle']
P30_111_273,take salami packets,0,[26],take,['packet:salami']
P30_111_275,move packet of cheese,11,[26],move,['packet:cheese']
P30_111_276,put salami packets down,1,[26],put-down,['packet:salami']
P30_111_278,take scotch egg box,0,[23],take,['box:scotch:egg']
P30_111_279,open scotch egg box,3,[23],open,['box:scotch:egg']
P30_111_280,take scotch egg,0,[246],take,['egg:scotch']
P30_111_281,put scotch egg,1,[246],put,['egg:scotch']
P30_111_282,pick up scotch egg box lid,0,[6],pick-up,['lid:scotch:egg:box']
P30_111_283,put scotch egg box lid on,1,[6],put-on,['lid:scotch:egg:box']
P30_111_284,put scotch egg box in fridge,5,"[23, 12]",put-in,"['box:scotch:egg', 'fridge']"
P30_111_285,take salad bowl from fridge,0,"[7, 12]",take-from,"['bowl:salad', 'fridge']"
P30_111_287,put salad bowl on top of fridge,1,"[7, 12]",put-on,"['bowl:salad', 'top:fridge']"
P30_111_289,cut scotch egg in half,7,[246],cut-in,['egg:scotch']
P30_111_290,pick up scotch egg,0,[246],pick-up,['egg:scotch']
P30_111_291,eat scotch egg,35,[246],eat,['egg:scotch']
P30_111_293,pick up scotch egg piece,0,[246],pick-up,['piece:scotch:egg']
P30_111_294,eat scotch egg piece,35,[246],eat,['piece:scotch:egg']
P30_111_31,put down passata bottle,1,[15],put-down,['bottle:passata']
P30_111_314,scrub spoon with sponge,29,"[1, 9]",scrub,"['spoon', 'sponge']"
P30_111_33,pick up plate from drying board,0,"[2, 18]",pick-up,"['plate', 'board:drying']"
P30_111_331,scrub v60,29,[50],scrub,['v60']
P30_111_338,put container in washing up bowl,5,"[21, 7]",put-in,"['container', 'bowl:washing:up']"
P30_111_343,scrub container,29,[21],scrub,['container']
P30_111_344,drop container,59,[21],drop,['container']
P30_111_345,pick up container lid,0,[6],pick-up,['lid:container']
P30_111_346,scrub container lid,29,[6],scrub,['lid:container']
P30_111_349,rinse container lid,2,[6],rinse,['lid:container']
P30_111_350,put container lid on drying rack,1,"[6, 110]",put-on,"['lid:container', 'rack:drying']"
P30_111_36,pick up mug from drying rack,0,"[13, 110]",pick-up,"['mug', 'rack:drying']"
P30_111_362,scrape pieces off sponge into bin,25,"[9, 36]",scrape-off,"['sponge', 'bin']"
P30_111_368,take pepper from fridge,0,"[37, 12]",take-from,"['pepper', 'fridge']"
P30_111_37,hang mug on mug tray,41,"[13, 35]",hang-on,"['mug', 'tray:mug']"
P30_111_372,chop top off pepper,7,[37],chop-off,['pepper']
P30_111_373,pick up pepper top,0,[37],pick-up,['top:pepper']
P30_111_374,remove stalk from pepper top,12,"[210, 37]",remove-from,"['stalk', 'top:pepper']"
P30_111_379,put down pepper core,1,[37],put-down,['core:pepper']
P30_111_382,rinse pepper,2,[37],rinse,['pepper']
P30_111_383,put down pepper piece,1,[37],put-down,['piece:pepper']
P30_111_384,pick up pepper piece,0,[37],pick-up,['piece:pepper']
P30_111_386,rinse pepper piece,2,[37],rinse,['piece:pepper']
P30_111_393,remove part of pepper piece,12,[37],remove,['part:pepper:piece']
P30_111_397,put down pepper pieces,1,[37],put-down,['piece:pepper']
P30_111_398,chop pepper piece,7,[37],chop,['piece:pepper']
P30_111_405,eat pepper,35,[37],eat,['pepper']
P30_111_407,pick up pepper pieces,0,[37],pick-up,['piece:pepper']
P30_111_408,throw pepper pieces into bin,13,"[37, 36]",throw-into,"['piece:pepper', 'bin']"
P30_111_413,eat pepper piece,35,[37],eat,['piece:pepper']
P30_111_416,gather pepper seeds,63,[122],gather,['seed:pepper']
P30_111_417,wipe pepper seeds into hand,2,"[122, 11]",wipe-into,"['seed:pepper', 'hand']"
P30_111_418,hit sponge on sink,32,"[9, 63]",hit,"['sponge', 'sink']"
P30_111_419,put pepper seeds into bin,5,"[122, 36]",put-into,"['seed:pepper', 'bin']"
P30_111_424,drizzle olive oil on pizza base,9,"[31, 91]",drizzle-on,"['oil:olive', 'base:pizza']"
P30_111_427,pick up pan containing passata,0,"[5, 47]",pick-up,"['pan', 'passata:containing']"
P30_111_428,spoon passata onto pizza base,16,"[47, 91]",spoon,"['passata', 'base:pizza']"
P30_111_430,scrape passata mixture,25,[71],scrape,['mixture:passata']
P30_111_431,spoon passata mixture onto pizza,16,"[71, 91]",spoon,"['mixture:passata', 'pizza']"
P30_111_436,spread passata mixture over pizza base,27,"[71, 91]",spread,"['mixture:passata', 'base:pizza']"
P30_111_440,sprinkle cheese over pizza base,42,"[32, 91]",sprinkle,"['cheese', 'base:pizza']"
P30_111_444,put cheese bag in fridge,5,"[19, 12]",put-in,"['bag:cheese', 'fridge']"
P30_111_445,take salami,0,[156],take,['salami']
P30_111_446,separate salami pieces,52,[156],separate,['piece:salami']
P30_111_447,put salami pieces on pizza,1,"[156, 91]",put-on,"['piece:salami', 'pizza']"
P30_111_448,take salami packaging,0,[26],take,['packaging:salami']
P30_111_449,put salami packaging,1,[26],put,['packaging:salami']
P30_111_450,open packet of salami,3,[26],open,['packet:salami']
P30_111_451,pick up salami pieces,0,[156],pick-up,['piece:salami']
P30_111_452,put salami piece on pizza,1,"[156, 91]",put-on,"['piece:salami', 'pizza']"
P30_111_459,move salami piece,11,[156],move,['piece:salami']
P30_111_461,distribute pepper pieces onto pizza,42,"[37, 91]",distribute-onto,"['piece:pepper', 'pizza']"
P30_111_463,pick up onion pieces,0,[16],pick-up,['piece:onion']
P30_111_464,break up onion piece,30,[16],break-up,['piece:onion']
P30_111_465,put onion piece onto pizza,1,"[16, 91]",put-onto,"['piece:onion', 'pizza']"
P30_111_466,break up onion pieces,30,[16],break-up,['piece:onion']
P30_111_467,put onion pieces onto pizza,1,"[16, 91]",put-onto,"['piece:onion', 'pizza']"
P30_111_469,remove part of onion piece,12,[16],remove,['part:onion:piece']
P30_111_471,put onion pieces on pizza,1,"[16, 91]",put-on,"['piece:onion', 'pizza']"
P30_111_472,pick up pepper and onion pieces,0,"[37, 16]",pick-up,"['pepper', 'piece:onion']"
P30_111_473,put pepper pieces on pizza,1,"[37, 91]",put-on,"['piece:pepper', 'pizza']"
P30_111_477,put onion pieces in bin,5,"[16, 36]",put-in,"['piece:onion', 'bin']"
P30_111_48,put hummus into sink,5,"[181, 63]",put-into,"['hummus', 'sink']"
P30_111_484,put salami packet in fridge,5,"[26, 12]",put-in,"['packet:salami', 'fridge']"
P30_111_489,take chilli flakes,0,[69],take,['flake:chilli']
P30_111_490,open chilli flakes jar,3,[40],open,['jar:chilli:flake']
P30_111_491,sprinkle chilli flakes on pizza,42,"[69, 91]",sprinkle-on,"['flake:chilli', 'pizza']"
P30_111_493,close chilli flakes jar,4,[40],close,['jar:chilli:flake']
P30_111_494,put chilli flakes in cupboard,5,"[69, 3]",put-in,"['flake:chilli', 'cupboard']"
P30_111_496,pick up tray of pizzas,0,[35],pick-up,['tray:pizza']
P30_111_498,put tray of pizzas into oven,1,"[35, 46]",put-of,"['tray:pizza', 'oven']"
P30_111_499,rearrange pizzas,40,[91],rearrange,['pizza']
P30_111_5,put tea pot in cupboard,5,"[158, 3]",put-in,"['pot:tea', 'cupboard']"
P30_111_50,wash hummus tub,2,[23],wash,['tub:hummus']
P30_111_500,push pizza tray into oven,5,"[35, 46]",push-into,"['tray:pizza', 'oven']"
